ID_EQUIPO,PUNTO_MEDICION,CAPACIDAD_MAXIMA_GBS,FECHA_INICIO_MEDICION,FECHA_HORA,FECHA_FIN_MEDICION,PASO,LATENCIA_MS,PORCENTAJE_PACK_LOSS,INBOUND_BITS,OUTBOUND_BITS,MEDIDA
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 13:00:00.000,2020-06-21 19:00:00.000,7200,0.60168,0.0,1990052.7706,6509856.1655,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 15:00:00.000,2020-06-21 19:00:00.000,7200,0.69429,0.0,872492.73689,2469156.3288,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 17:00:00.000,2020-06-21 19:00:00.000,7200,0.7509100000000001,0.0,1175494.2443,4234789.0463,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 19:00:00.000,2020-06-21 19:00:00.000,7200,0.73536,0.0,1551815.8708,6525527.274,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 21:00:00.000,2020-06-21 19:00:00.000,7200,0.72501,0.0,2911362.2923,5187593.4436,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 23:00:00.000,2020-06-21 19:00:00.000,7200,0.76322,0.0,2966061.4016,5006300.3594,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-16 01:00:00.000,2020-06-21 19:00:00.000,7200,0.74308,0.0,5068935.0311,9134621.9626,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-16 03:00:00.000,2020-06-21 19:00:00.000,7200,0.70008,0.0,994355.2068200001,4082238.3344,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-16 05:00:00.000,2020-06-21 19:00:00.000,7200,0.59663,0.0,2960304.8404,8937660.1046,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-16 07:00:00.000,2020-06-21 19:00:00.000,7200,0.7114199999999999,0.0,833894.1225899999,5028909.408,MB
